"WHITACRE (BIRMINGHAM WATERWORKS)",,,,,,,,,,,,
Grid ref,SP225909,Long,-1.669870,Lat,52.515525,,,,,,,
Station no,2484,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.64,1.09,1.03,2.00,2.97,1.01,3.57,1.03,0.73,1.29,,
February,4.93,1.91,1.41,1.13,4.33,0.60,1.95,0.80,1.05,0.70,,
March,0.62,1.73,1.66,4.30,1.79,2.79,1.45,1.11,3.12,3.51,,
April,1.19,2.01,2.84,1.74,1.39,1.69,0.63,2.11,3.71,1.36,,
May,1.70,1.06,2.37,2.26,1.99,0.39,2.29,3.89,2.53,1.56,,
June,4.60,2.49,2.54,1.65,0.49,2.97,3.47,3.13,1.37,3.62,,
July,2.86,2.54,1.70,2.32,2.15,1.72,0.95,3.05,2.81,3.03,,
August,3.31,2.52,5.18,3.82,2.23,4.16,1.32,2.40,2.76,2.48,,
September,0.62,1.14,1.34,3.27,2.03,1.49,1.03,0.73,2.22,2.45,,
October,3.07,1.52,2.16,7.10,0.77,1.43,4.08,5.55,1.20,3.31,,
November,1.99,1.25,1.86,1.98,1.57,2.50,2.53,2.07,1.72,0.83,,
December,4.49,5.12,1.69,1.78,1.87,0.86,2.08,3.04,2.15,4.07,,
Total,33.02,24.38,25.78,33.35,23.58,21.61,25.35,28.91,25.37,28.21,,
Calc annual,33.02,24.38,25.78,33.35,23.58,21.61,25.35,28.91,25.37,28.21,,
Difference,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
