"BRIDGWATER ENMORE PARK",,,,,,,,,,,,
Grid ref,ST241351,Long,-3.085594,Lat,51.110149,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.53,2.50,,,,,,,,,,
February,4.97,0.62,,,,,,,,,,
March,1.20,2.49,,,,,,,,,,
April,1.13,3.43,,,,,,,,,,
May,2.07,0.97,,,,,,,,,,
June,2.75,1.49,,,,,,,,,,
July,0.63,2.06,,,,,,,,,,
August,3.25,2.27,,,,,,,,,,
September,0.68,2.10,,,,,,,,,,
October,3.71,2.03,,,,,,,,,,
November,4.47,0.73,,,,,,,,,,
December,5.67,6.65,,,,,,,,,,
Total,35.06,27.34,,,,,,,,,,
Calc annual,35.06,27.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
