"CHESWARDINE KNIGHTON RESERVOIR",,,,,,,,,,,,
Grid ref,SJ736282,Long,-2.393463,Lat,52.850646,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,,,
February,,,,,,,,,,0.67,,
March,,,,,,,,,,2.65,,
April,,,,,,,,,,2.00,,
May,,,,,,,,,,1.07,,
June,,,,,,,,,,3.14,,
July,,,,,,,,,,3.78,,
August,,,,,,,,,,3.47,,
September,,,,,,,,,,2.48,,
October,,,,,,,,,,4.40,,
November,,,,,,,,,,1.01,,
December,,,,,,,,,,4.12,,
Total,,,,,,,,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.79,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
