"SIDCUP SELBORNE ROAD",,,,,,,,,,,,
Grid ref,TQ467718,Long,0.108694,Lat,51.426226,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,3.81,,,,,
February,,,,,,,2.04,,,,,
March,,,,,,,0.99,,,,,
April,,,,,,,0.60,,,,,
May,,,,,,,1.41,,,,,
June,,,,,,,2.03,,,,,
July,,,,,,,0.37,,,,,
August,,,,,,,0.61,,,,,
September,,,,,,,1.80,,,,,
October,,,,,,,4.21,,,,,
November,,,,,,,4.28,,,,,
December,,,,,,,1.58,,,,,
Total,,,,,,,23.73,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,23.73,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,0.00,NaN,NaN,NaN,,
