"TUNBRIDGE WELLS SPELDHURST HARWARTON",,,,,,,,,,,,
Grid ref,TQ560410,Long,0.228915,Lat,51.147009,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,2.34,5.13,,,,,,,
February,,,,1.80,3.82,,,,,,,
March,,,,3.52,1.72,,,,,,,
April,,,,2.21,0.95,,,,,,,
May,,,,1.87,2.79,,,,,,,
June,,,,4.70,0.99,,,,,,,
July,,,,5.60,1.15,,,,,,,
August,,,,3.92,1.50,,,,,,,
September,,,,2.33,1.64,,,,,,,
October,,,,6.83,2.32,,,,,,,
November,,,,2.31,1.54,,,,,,,
December,,,,2.30,3.81,,,,,,,
Total,,,,39.73,27.36,,,,,,,
Calc annual,0.00,0.00,0.00,39.73,27.36,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
