"BARDEN RESERVOIR",,,,,,,,,,,,
Grid ref,SE035563,Long,-1.948093,Lat,54.002717,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.29,2.93,3.19,4.70,4.37,2.35,5.13,2.11,3.45,2.12,,
February,5.05,1.83,1.60,5.66,3.73,3.08,3.01,2.51,3.33,3.27,,
March,0.92,2.94,2.94,6.37,2.38,3.20,3.02,3.90,4.06,3.73,,
April,2.65,3.10,2.08,2.65,3.98,2.88,1.77,2.83,3.15,3.64,,
May,1.65,1.33,3.07,3.07,3.92,0.57,4.05,3.73,2.92,2.67,,
June,3.83,1.69,1.25,2.22,2.14,2.48,2.03,6.31,2.61,2.77,,
July,3.43,1.91,3.51,4.79,2.03,1.53,2.73,2.82,4.86,5.41,,
August,6.26,3.15,2.72,5.91,4.61,4.15,4.60,4.32,3.53,3.01,,
September,1.79,1.77,1.69,5.25,1.32,3.02,1.00,0.95,4.50,3.56,,
October,6.70,2.94,4.19,10.03,1.63,3.06,5.63,5.70,2.23,3.62,,
November,5.97,5.61,3.05,3.35,4.47,5.09,5.13,2.55,3.09,1.69,,
December,5.40,6.28,4.16,2.80,3.41,1.26,3.60,5.82,3.10,5.81,,
Total,48.94,35.48,33.45,56.80,37.99,32.67,41.70,43.55,40.83,41.30,,
Calc annual,48.94,35.48,33.45,56.80,37.99,32.67,41.70,43.55,40.83,41.30,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,-0.00,,
