"TULLIBODY HOUSE [STIRLING]",,,,,,,,,,,,
Grid ref,NS862933,Long,-3.831928,Lat,56.118837,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,1.69,,,,,,,,,,
February,,0.93,,,,,,,,,,
March,,1.56,,,,,,,,,,
April,,1.96,,,,,,,,,,
May,,1.42,,,,,,,,,,
June,,1.86,,,,,,,,,,
July,,1.33,,,,,,,,,,
August,,3.89,,,,,,,,,,
September,,2.13,,,,,,,,,,
October,,3.39,,,,,,,,,,
November,,2.24,,,,,,,,,,
December,,3.40,,,,,,,,,,
Total,,25.80,,,,,,,,,,
Calc annual,0.00,25.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
