"RUGELEY BRERETON",,,,,,,,,,,,
Grid ref,SK053165,Long,-1.922927,Lat,52.746097,,,,,,,
Station no,ZZ999,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,3.99,1.49,1.06,1.33,,
February,,,,,,,2.22,1.69,1.32,0.52,,
March,,,,,,,1.79,1.36,3.13,3.36,,
April,,,,,,,1.65,1.86,2.96,1.50,,
May,,,,,,,2.68,3.72,3.41,1.36,,
June,,,,,,,1.55,3.15,1.97,3.35,,
July,,,,,,,0.91,3.43,2.43,3.23,,
August,,,,,,,1.36,2.79,4.07,2.35,,
September,,,,,,,1.56,0.96,1.87,2.12,,
October,,,,,,,5.09,4.66,1.78,3.48,,
November,,,,,,,3.19,2.38,2.03,0.96,,
December,,,,,,,2.70,3.06,2.30,5.07,,
Total,,,,,,,28.69,30.55,28.33,28.63,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,28.69,30.55,28.33,28.63,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,-0.00,-0.00,,
