"THIRSK SOWERBY",,,,,,,,,,,,
Grid ref,SE432812,Long,-1.338897,Lat,54.224704,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.10,1.04,0.58,2.22,2.27,,,,,0.55,,
February,3.55,2.12,1.44,1.49,2.14,,,,,0.75,,
March,0.80,2.55,0.84,2.60,1.58,,,,,3.96,,
April,0.94,1.61,1.76,1.41,1.66,,,,,1.91,,
May,1.04,0.78,1.83,2.99,3.76,,,,,1.10,,
June,3.98,1.58,2.09,1.69,1.13,,,,,2.67,,
July,0.91,0.94,2.12,3.49,1.56,,,,,2.58,,
August,4.32,1.51,2.17,2.45,3.37,,,,,3.30,,
September,0.82,1.20,0.58,3.26,1.33,1.80,,,,2.11,,
October,4.48,1.78,2.27,7.03,0.67,1.41,,,,2.52,,
November,2.13,2.81,1.70,1.69,2.32,3.93,,,,0.78,,
December,1.61,3.77,2.02,1.45,2.00,0.36,,,,3.37,,
Total,26.68,21.69,19.40,31.77,23.79,,,,,25.60,,
Calc annual,26.68,21.69,19.40,31.77,23.79,7.50,0.00,0.00,0.00,25.60,,
Difference,0.00,0.00,0.00,-0.00,0.00,NaN,NaN,NaN,NaN,0.00,,
