"BURTON, BOROUGH HOSPITAL",,,,,,,,,,,,
Grid ref,SK245228,Long,-1.638040,Lat,52.802205,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,1.47,1.29,3.79,1.10,1.06,1.32,,
February,,,,,2.76,0.81,2.78,1.67,1.27,0.68,,
March,,,,,1.36,2.69,1.79,1.30,2.63,2.58,,
April,,,,,1.55,1.64,0.80,1.54,2.76,1.35,,
May,,,,,1.37,0.45,2.10,3.70,2.64,1.61,,
June,,,,,1.00,1.79,2.30,2.98,2.24,2.61,,
July,,,,,2.40,1.60,0.85,3.47,2.66,3.33,,
August,,,,,3.57,3.83,1.01,3.66,3.47,2.22,,
September,,,,,1.53,1.05,1.27,0.83,2.34,2.91,,
October,,,,,1.52,1.50,4.70,4.29,1.25,3.50,,
November,,,,,1.57,2.54,2.72,2.24,1.69,0.88,,
December,,,,,1.78,0.81,2.58,3.16,1.64,4.52,,
Total,,,,,21.88,20.00,26.69,29.94,25.65,27.51,,
Calc annual,0.00,0.00,0.00,0.00,21.88,20.00,26.69,29.94,25.65,27.51,,
Difference,NaN,NaN,NaN,NaN,-0.00,0.00,0.00,0.00,-0.00,0.00,,
