"SUTTON WATER WORKS",,,,,,,,,,,,
Grid ref,TQ263642,Long,-0.187264,Lat,51.362834,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.49,0.87,0.66,2.28,3.65,,,0.84,1.40,0.86,,
February,4.34,1.42,0.76,1.49,3.19,,,1.32,0.86,0.57,,
March,0.88,2.38,1.66,2.34,1.43,,,0.61,2.78,3.10,,
April,0.99,1.95,0.74,1.70,1.33,,,3.31,2.48,2.27,,
May,1.27,0.82,2.35,2.49,2.41,,,1.67,1.96,1.16,,
June,3.10,1.59,4.12,6.67,0.92,,,1.75,2.21,3.64,,
July,1.43,2.67,1.23,4.28,1.66,,,0.73,2.82,2.83,,
August,2.66,1.87,3.60,4.53,1.77,,,2.31,2.98,1.81,,
September,0.76,1.48,2.24,3.06,1.23,,,0.51,1.34,2.78,,
October,1.89,2.58,1.48,5.97,1.88,,,3.63,2.23,4.01,,
November,1.77,0.54,2.04,2.28,1.39,,,1.94,0.58,0.87,,
December,2.53,3.95,1.40,2.31,2.27,,,3.21,1.92,2.81,,
Total,25.11,22.12,22.28,39.40,23.13,,,21.83,23.56,26.71,,
Calc annual,25.11,22.12,22.28,39.40,23.13,0.00,0.00,21.83,23.56,26.71,,
Difference,-0.00,0.00,0.00,-0.00,0.00,NaN,NaN,-0.00,-0.00,0.00,,
