"COMBS RESERVOIR",,,,,,,,,,,,
Grid ref,SK035799,Long,-1.948926,Lat,53.316021,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.46,2.34,2.05,3.74,3.97,1.92,5.59,1.16,2.21,1.71,,
February,3.83,1.74,1.48,3.03,4.07,2.08,3.13,1.98,3.17,1.89,,
March,1.06,3.12,2.63,4.77,1.89,3.79,3.03,2.88,3.89,3.32,,
April,2.02,2.99,2.40,2.15,2.22,3.11,2.07,2.06,2.34,2.44,,
May,1.71,1.47,3.75,2.59,3.12,0.71,3.59,3.79,2.93,2.40,,
June,4.78,1.69,1.45,0.64,0.85,1.92,1.45,6.36,1.81,2.55,,
July,3.32,3.53,2.30,2.87,1.56,2.30,1.77,3.66,3.98,3.98,,
August,4.86,1.95,3.56,4.71,4.14,4.37,3.11,4.22,3.73,2.69,,
September,1.09,1.15,1.31,5.26,1.62,2.18,1.36,0.57,3.32,2.68,,
October,4.71,3.32,4.66,8.67,1.08,3.21,5.52,4.98,1.19,5.30,,
November,2.93,4.12,2.51,2.92,2.46,4.71,2.88,2.86,2.92,1.31,,
December,4.60,5.66,3.30,2.67,2.17,0.65,3.39,3.57,2.75,6.74,,
Total,40.37,33.08,31.40,44.02,29.15,30.95,36.89,38.09,34.24,37.01,,
Calc annual,40.37,33.08,31.40,44.02,29.15,30.95,36.89,38.09,34.24,37.01,,
Difference,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
