"CHEPSTOW MOUNTON ROAD RESERVOIR",,,,,,,,,,,,
Grid ref,ST523935,Long,-2.690662,Lat,51.638270,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.59,,,,,,,,,,,
February,6.59,,,,,,,,,,,
March,1.03,,,,,,,,,,,
April,1.12,,,,,,,,,,,
May,2.19,,,,,,,,,,,
June,1.74,,,,,,,,,,,
July,1.80,,,,,,,,,,,
August,3.41,,,,,,,,,,,
September,1.55,,,,,,,,,,,
October,4.63,,,,,,,,,,,
November,2.72,,,,,,,,,,,
December,7.83,,,,,,,,,,,
Total,39.20,,,,,,,,,,,
Calc annual,39.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
