"SOUTHPORT HESKETH PARK",,,,,,,,,,,,
Grid ref,SD350183,Long,-2.985013,Lat,53.657134,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.25,1.56,2.33,2.84,2.91,1.65,4.12,1.26,1.90,2.11,,
February,3.00,1.58,1.41,2.20,3.79,1.20,3.25,1.67,2.11,0.93,,
March,1.00,2.67,1.93,3.01,2.08,2.97,2.54,2.69,2.47,2.89,,
April,1.53,1.78,1.56,1.78,1.69,2.58,1.03,1.60,2.41,2.95,,
May,1.82,0.98,3.35,2.45,1.76,0.31,3.34,3.24,2.69,1.39,,
June,1.73,1.70,1.57,2.25,1.14,1.89,1.66,5.93,1.92,2.65,,
July,0.78,1.76,2.34,2.58,1.06,1.78,1.16,1.78,3.46,4.93,,
August,6.57,2.82,2.10,4.18,3.11,3.38,2.95,3.71,3.32,2.99,,
September,1.87,0.85,1.00,5.34,2.29,2.24,1.70,0.76,4.11,2.47,,
October,4.54,2.90,3.07,6.88,2.00,2.84,5.63,3.78,2.61,4.63,,
November,3.13,4.25,1.99,3.09,2.05,4.76,2.46,2.70,2.75,1.67,,
December,3.50,3.86,2.91,3.02,2.40,0.59,2.98,3.41,2.48,5.98,,
Total,33.72,26.71,25.56,39.62,26.28,26.19,32.82,32.53,32.23,35.59,,
Calc annual,33.72,26.71,25.56,39.62,26.28,26.19,32.82,32.53,32.23,35.59,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
