"WORKSOP RAILWAY STN.",,,,,,,,,,,,
Grid ref,SK585797,Long,-1.123457,Lat,53.311016,,,,,,,
Station no,RR45,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.98,1.25,0.81,2.12,2.36,0.63,3.05,0.78,1.05,1.49,,
February,4.08,1.15,1.59,0.96,3.60,0.84,2.09,1.67,1.34,0.55,,
March,0.62,2.00,1.64,2.61,2.15,2.05,1.37,1.21,2.71,3.54,,
April,1.09,1.25,2.46,1.12,1.14,1.65,0.70,1.61,2.06,1.21,,
May,1.35,0.81,2.95,2.86,2.24,0.54,1.50,3.59,2.61,1.32,,
June,1.83,1.69,1.14,1.38,0.60,2.84,1.82,2.71,1.68,3.51,,
July,1.89,4.34,1.79,2.49,2.14,1.60,0.53,1.85,2.47,3.51,,
August,4.57,1.67,3.76,5.07,3.19,2.84,1.52,1.33,2.27,3.27,,
September,1.43,0.67,1.37,2.35,1.13,1.32,1.14,0.48,1.97,2.27,,
October,2.25,1.26,1.95,4.31,0.42,1.24,4.52,4.74,0.95,2.43,,
November,2.14,2.26,1.63,1.59,1.28,2.71,2.70,2.00,1.15,0.23,,
December,2.87,4.88,1.72,0.95,1.13,0.53,2.23,2.52,1.41,4.46,,
Total,27.10,23.23,22.81,27.81,21.38,18.79,23.17,24.49,21.67,27.79,,
Calc annual,27.10,23.23,22.81,27.81,21.38,18.79,23.17,24.49,21.67,27.79,,
Difference,-0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,,
