"LOCH FYNE, CASTLE LACHLAN",,,,,,,,,,,,
Grid ref,NS012955,Long,-5.198807,Lat,56.110756,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,7.58,,
February,,,,,,,,,,5.28,,
March,,,,,,,,,,1.87,,
April,,,,,,,,,,5.05,,
May,,,,,,,,,,3.76,,
June,,,,,,,,,,2.51,,
July,,,,,,,,,,6.24,,
August,,,,,,,,,,5.11,,
September,,,,,,,,,,2.91,,
October,,,,,,,,,,9.12,,
November,,,,,,,,,,4.53,,
December,,,,,,,,,,8.18,,
Total,,,,,,,,,,62.14,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.14,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
