"PORT BANNATYNE ETTRICKDALE",,,,,,,,,,,,
Grid ref,NS067681,Long,-5.090807,Lat,55.867194,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,4.21,5.32,6.05,,
February,,,,,,,,4.06,4.99,2.91,,
March,,,,,,,,5.75,5.92,1.82,,
April,,,,,,,,2.96,1.98,5.20,,
May,,,,,,,,4.75,2.76,3.51,,
June,,,,,,,,4.94,3.73,3.63,,
July,,,,,,,,3.69,4.87,6.24,,
August,,,,,,,,6.96,4.53,3.47,,
September,,,,,,,,2.38,7.90,2.83,,
October,,,,,,,,7.04,2.23,7.08,,
November,,,,,,,,4.65,4.87,3.28,,
December,,,,,,,,6.64,6.18,4.92,,
Total,,,,,,,,58.03,55.28,50.94,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.03,55.28,50.94,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,,
