"MERTHYR TYDFIL PENBRYN FILTERS",,,,,,,,,,,,
Grid ref,SO054077,Long,-3.372066,Lat,51.759967,,,,,,,
Station no,4087,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,3.20,3.07,,
February,,,,,,,,,3.12,1.04,,
March,,,,,,,,,5.74,5.21,,
April,,,,,,,,,3.22,4.68,,
May,,,,,,,,,3.72,2.38,,
June,,,,,,,,,1.24,3.91,,
July,,,,,,,,,4.41,3.26,,
August,,,,,,,,,7.59,2.61,,
September,,,,,,,,,3.64,5.10,,
October,,,,,,,,,5.36,11.44,,
November,,,,,,,,,3.87,2.16,,
December,,,,,,,,,5.47,10.33,,
Total,,,,,,,,,50.58,55.19,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.58,55.19,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,,
