"CRANBROOK HARTLEY",,,,,,,,,,,,
Grid ref,TQ760347,Long,0.511500,Lat,51.084618,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.65,0.98,1.20,2.40,4.64,1.21,4.42,1.08,1.82,0.92,,
February,5.65,1.74,1.43,1.68,3.06,0.83,2.51,1.70,0.97,0.57,,
March,1.31,2.13,1.53,2.98,1.59,3.90,1.75,0.87,2.56,3.72,,
April,1.41,2.43,0.82,2.05,0.95,2.65,1.06,3.60,2.32,1.71,,
May,0.95,1.10,2.46,3.27,2.42,1.65,2.43,3.44,1.39,1.27,,
June,2.34,1.83,2.52,4.25,1.11,4.76,1.70,1.62,1.69,2.30,,
July,1.21,2.04,1.69,4.48,1.20,1.19,0.93,1.26,3.30,3.55,,
August,2.41,1.81,4.01,3.31,1.03,3.18,0.84,2.13,4.60,2.44,,
September,1.18,0.93,0.67,2.85,1.35,2.94,1.62,0.78,1.62,4.12,,
October,2.22,2.00,2.36,5.68,2.31,2.26,5.19,5.26,1.88,7.80,,
November,3.06,0.75,2.57,2.15,1.70,4.79,6.42,2.58,1.08,1.02,,
December,3.73,5.24,2.18,1.71,3.66,0.75,1.81,2.86,3.46,5.50,,
Total,29.12,22.98,23.44,36.81,25.02,30.11,30.68,27.18,26.69,34.92,,
Calc annual,29.12,22.98,23.44,36.81,25.02,30.11,30.68,27.18,26.69,34.92,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
