"OVER DARWEN SUNNYHURST HEY",,,,,,,,,,,,
Grid ref,SD678221,Long,-2.489130,Lat,53.694343,,,,,,,
Station no,2941,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,6.23,2.34,3.08,4.17,4.60,2.24,6.59,2.02,4.01,2.57,,
February,2.72,1.08,1.61,3.34,3.55,2.37,3.56,2.02,3.86,2.46,,
March,0.49,2.69,2.30,3.38,2.70,4.58,4.48,3.92,3.42,3.11,,
April,2.71,3.34,2.51,1.21,4.48,3.43,2.18,2.45,2.16,4.60,,
May,2.51,0.93,2.48,3.89,2.25,1.42,4.40,4.50,3.39,3.27,,
June,2.91,2.04,1.19,1.41,1.91,2.90,2.02,10.09,2.24,3.73,,
July,2.55,2.18,3.27,5.03,1.83,3.28,2.87,4.08,5.75,7.12,,
August,4.99,2.58,2.67,5.27,5.40,4.66,4.45,5.80,4.68,3.82,,
September,2.69,1.16,2.00,4.68,1.29,3.23,1.73,1.42,5.18,3.38,,
October,6.10,3.22,4.26,8.59,3.54,4.94,7.52,3.86,2.17,7.13,,
November,4.57,4.69,3.00,3.07,3.87,5.74,4.67,3.43,4.15,2.30,,
December,5.04,3.81,2.75,2.09,3.26,1.64,4.55,5.47,3.08,6.48,,
Total,43.51,30.06,31.12,46.13,38.68,40.43,49.02,49.06,44.09,49.97,,
Calc annual,43.51,30.06,31.12,46.13,38.68,40.43,49.02,49.06,44.09,49.97,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
