"STONE (CITY OF LONDON MENTAL HOSPITAL)",,,,,,,,,,,,
Grid ref,TQ561741,Long,0.244805,Lat,51.444382,,,,,,,
Station no,411,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,1.12,0.88,0.95,,
February,,,,,,,,1.18,0.94,0.73,,
March,,,,,,,,0.65,1.93,2.82,,
April,,,,,,,,2.35,2.02,1.21,,
May,,,,,,,,2.06,1.36,1.13,,
June,,,,,,,,2.48,1.14,2.61,,
July,,,,,,,,0.84,3.20,3.90,,
August,,,,,,,,1.80,2.62,1.90,,
September,,,,,,,,1.20,1.17,2.54,,
October,,,,,,,,2.81,1.21,3.66,,
November,,,,,,,,1.97,0.63,0.71,,
December,,,,,,,,2.29,1.77,2.80,,
Total,,,,,,,,20.75,18.87,24.96,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.75,18.87,24.96,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,,
