"GUILDFORD ROYAL GRAMMAR SCHOOL",,,,,,,,,,,,
Grid ref,TQ000496,Long,-0.568969,Lat,51.236829,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,0.93,,
February,,,,,,,,,,0.55,,
March,,,,,,,,,,4.08,,
April,,,,,,,,,,1.96,,
May,,,,,,,,,,1.59,,
June,,,,,,,,,,3.08,,
July,,,,,,,,,,2.40,,
August,,,,,,,,,,1.89,,
September,,,,,,,,,,1.68,,
October,,,,,,,,,,5.72,,
November,,,,,,,,,,0.35,,
December,,,,,,,,,,2.74,,
Total,,,,,,,,,,26.97,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.97,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
