"BROMSGROVE LOWER BITTAL RESERVOIR",,,,,,,,,,,,
Grid ref,SP021743,Long,-1.970583,Lat,52.366747,,,,,,,
Station no,2437,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.38,0.56,0.68,1.78,3.08,1.14,4.07,1.03,1.11,1.30,,
February,4.58,0.95,1.77,1.21,3.79,0.68,1.78,0.78,1.36,0.68,,
March,0.80,1.99,1.68,4.07,1.86,3.84,1.36,0.89,2.47,3.40,,
April,1.46,1.84,2.89,1.45,1.18,2.48,1.30,1.92,2.45,2.25,,
May,1.53,0.91,2.91,3.45,3.29,0.45,2.54,3.45,2.31,1.41,,
June,2.15,2.17,3.01,2.22,0.49,3.51,3.00,2.54,1.83,4.19,,
July,1.74,1.84,1.25,2.15,3.64,1.03,1.08,2.31,2.63,3.25,,
August,2.67,0.64,5.42,4.69,1.76,5.53,0.89,3.23,2.77,1.94,,
September,0.44,0.35,1.59,3.25,2.21,1.35,1.23,0.62,1.88,4.53,,
October,3.21,1.39,2.09,6.40,0.78,1.36,4.97,5.76,2.24,3.01,,
November,2.31,0.77,2.57,2.12,1.49,2.65,3.39,2.21,2.28,0.80,,
December,4.28,4.96,1.69,1.62,2.48,0.87,2.15,3.32,2.20,5.16,,
Total,28.55,18.37,27.55,34.41,26.05,24.89,27.76,28.06,25.53,31.92,,
Calc annual,28.55,18.37,27.55,34.41,26.05,24.89,27.76,28.06,25.53,31.92,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
