"BURNLEY W.W. SHEDDIN",,,,,,,,,,,,
Grid ref,SD893297,Long,-2.163792,Lat,53.763539,,,,,,,
Station no,2958,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.32,2.70,3.91,4.81,4.96,1.81,6.81,1.74,2.95,2.47,,
February,4.74,2.05,1.52,5.17,4.82,2.69,3.69,2.07,2.70,2.45,,
March,0.84,3.30,2.69,6.55,2.58,3.74,3.38,3.27,3.35,3.58,,
April,2.25,2.80,2.42,2.51,3.02,3.66,1.42,2.36,2.94,3.91,,
May,2.49,1.32,3.56,3.28,3.09,0.89,3.47,3.76,2.51,2.38,,
June,4.16,1.75,1.51,1.89,1.06,2.84,2.13,6.46,1.89,3.17,,
July,3.49,1.80,3.32,4.42,2.49,2.53,2.02,2.77,5.40,6.30,,
August,5.16,2.39,3.23,5.62,5.62,4.66,4.10,3.54,4.39,3.38,,
September,1.51,1.53,1.69,5.84,1.43,2.72,1.30,0.58,4.57,2.67,,
October,5.56,3.91,4.30,11.31,1.89,3.97,6.61,5.35,2.25,5.43,,
November,4.15,5.85,3.07,2.63,3.57,5.14,4.82,2.51,3.26,1.81,,
December,5.30,5.86,4.70,3.36,3.59,1.02,3.28,5.00,3.35,6.08,,
Total,44.97,35.26,35.92,57.39,38.12,35.67,43.03,39.41,39.56,43.63,,
Calc annual,44.97,35.26,35.92,57.39,38.12,35.67,43.03,39.41,39.56,43.63,,
Difference,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
