"ST ANN'S HEATH SANATORIUM",,,,,,,,,,,,
Grid ref,TQ003681,Long,-0.559474,Lat,51.403071,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.95,1.04,0.74,2.30,2.60,0.80,3.50,0.71,1.63,0.66,,
February,4.43,1.33,0.88,1.29,2.43,0.77,1.66,1.32,0.93,0.36,,
March,0.99,2.23,1.75,2.50,1.26,3.26,1.20,0.95,2.62,2.76,,
April,0.82,1.93,0.78,2.19,1.06,1.48,0.50,3.09,3.11,1.68,,
May,1.28,0.60,1.99,2.47,2.47,0.47,2.09,1.66,1.37,1.48,,
June,2.44,0.72,3.82,7.03,0.67,4.20,1.93,2.14,1.39,3.71,,
July,0.81,2.14,0.91,3.79,2.35,0.41,0.61,1.25,2.69,2.47,,
August,2.04,1.62,2.99,3.11,1.67,2.96,0.58,1.89,2.53,2.11,,
September,0.65,1.33,1.35,2.47,1.30,1.71,1.37,0.58,1.35,2.84,,
October,1.94,1.76,1.37,7.22,1.39,1.22,4.06,4.18,2.40,3.40,,
November,1.81,0.43,1.75,1.88,1.69,2.80,3.46,2.21,0.76,0.49,,
December,2.79,3.24,1.31,1.89,2.19,0.72,2.28,3.11,2.11,2.68,,
Total,22.95,18.37,19.64,38.14,21.08,20.80,23.24,23.09,22.89,24.64,,
Calc annual,22.95,18.37,19.64,38.14,21.08,20.80,23.24,23.09,22.89,24.64,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,,
