"OLLERTON THORESBY GARDENS",,,,,,,,,,,,
Grid ref,SK643713,Long,-1.038115,Lat,53.234850,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.07,3.38,2.31,1.78,1.93,0.75,3.16,0.40,1.02,0.96,,
February,4.21,3.60,2.34,0.94,4.44,0.92,2.17,2.23,1.74,0.71,,
March,0.51,3.37,1.65,3.54,2.33,2.48,1.53,1.30,2.93,3.74,,
April,0.69,1.03,2.22,0.79,1.22,1.47,0.70,1.72,2.20,1.42,,
May,1.21,0.85,2.34,3.92,2.01,0.68,1.48,2.83,1.91,1.57,,
June,2.36,1.11,2.49,1.48,2.10,2.93,2.12,2.88,2.13,4.33,,
July,2.28,6.50,1.45,2.73,2.51,2.05,0.67,1.61,2.54,4.49,,
August,6.30,0.80,3.30,6.17,3.63,2.78,1.34,2.07,2.90,3.73,,
September,1.50,1.18,1.07,2.65,1.11,1.27,1.14,0.55,2.11,3.51,,
October,2.84,1.37,2.21,5.51,0.67,1.52,5.19,5.66,0.85,3.06,,
November,2.60,2.61,1.56,1.73,1.13,2.71,2.84,2.08,1.15,0.27,,
December,3.40,4.77,2.36,1.10,1.35,0.84,2.86,2.84,2.05,5.38,,
Total,30.97,24.57,25.30,32.34,24.43,20.40,25.20,26.17,23.53,33.17,,
Calc annual,30.97,30.57,25.30,32.34,24.43,20.40,25.20,26.17,23.53,33.17,,
Difference,0.00,-6.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
