"TAFF FECHAN NEUADD RESERVOIR NO 2",,,,,,,,,,,,
Grid ref,SO018197,Long,-3.427615,Lat,51.867204,,,,,,,
Station no,4164,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,8.80,5.58,5.82,13.65,11.55,3.15,11.65,4.08,6.74,4.64,,
February,8.58,2.22,3.63,9.45,7.80,2.80,5.85,3.54,4.90,1.14,,
March,1.15,5.79,4.82,16.06,3.70,11.20,5.46,4.18,4.88,6.28,,
April,4.45,8.27,3.72,3.52,6.10,8.20,1.50,6.50,3.94,5.70,,
May,5.95,1.88,4.35,5.88,5.35,0.65,6.13,4.85,6.78,2.90,,
June,7.15,3.97,6.20,2.90,3.10,7.70,4.00,9.60,2.58,5.20,,
July,3.35,2.62,2.10,5.10,4.72,2.70,2.83,6.16,8.85,6.80,,
August,7.71,6.29,5.40,12.00,7.00,8.40,7.00,9.55,9.30,3.26,,
September,5.00,4.59,3.65,9.28,4.35,4.00,2.50,2.10,4.93,6.03,,
October,9.86,5.38,8.10,19.30,4.40,5.25,10.38,10.90,5.00,17.50,,
November,7.75,3.59,6.50,7.00,4.50,7.10,8.06,5.50,5.70,4.36,,
December,14.87,11.00,8.38,6.12,7.42,3.05,4.70,11.33,7.26,13.95,,
Total,84.62,61.18,62.67,110.26,69.99,64.20,70.06,78.29,70.86,77.76,,
Calc annual,84.62,61.18,62.67,110.26,69.99,64.20,70.06,78.29,70.86,77.76,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
