"BURNLEY CANT CLOUGH N. SIDE",,,,,,,,,,,,
Grid ref,SD8926131264,Long,-2.164438,Lat,53.777596,,,,,,,
Station no,2960,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.80,2.59,3.21,4.55,4.70,1.72,7.05,1.55,3.09,2.46,,
February,4.47,1.98,1.44,4.76,5.26,2.51,3.17,1.93,2.60,2.61,,
March,0.78,3.13,2.43,6.55,2.49,3.81,2.77,2.81,3.32,3.41,,
April,2.02,2.62,2.37,2.43,2.66,3.47,1.25,2.20,2.86,3.65,,
May,2.32,1.30,3.47,3.27,3.13,0.85,3.45,3.51,2.64,2.61,,
June,3.88,1.50,1.50,1.83,1.04,2.93,2.17,5.49,2.00,3.16,,
July,3.69,1.74,3.31,4.04,2.70,2.52,1.76,2.70,5.02,6.19,,
August,5.04,1.98,3.22,4.71,5.45,4.24,3.76,3.23,4.38,3.69,,
September,1.23,1.36,1.70,5.77,1.43,2.74,1.22,0.70,4.53,2.89,,
October,4.97,3.43,4.30,11.07,1.73,3.80,6.58,5.58,2.25,5.04,,
November,3.71,5.54,2.98,2.63,3.28,4.93,4.45,2.49,3.41,1.58,,
December,4.57,5.39,4.23,3.27,3.60,0.95,3.17,4.66,3.13,5.57,,
Total,41.48,32.56,34.16,54.88,37.47,34.47,40.80,36.85,39.23,42.86,,
Calc annual,41.48,32.56,34.16,54.88,37.47,34.47,40.80,36.85,39.23,42.86,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,,
