"CHARLBURY SCHOOL",,,,,,,,,,,,
Grid ref,SP357192,Long,-1.482892,Lat,51.870238,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,1.03,,
February,,,,,,,,,,0.48,,
March,,,,,,,,,,2.43,,
April,,,,,,,,,,2.14,,
May,,,,,,,,,,2.02,,
June,,,,,,,,,,5.87,,
July,,,,,,,,,,2.33,,
August,,,,,,,,,,2.55,,
September,,,,,,,,,,2.76,,
October,,,,,,,,,,4.93,,
November,,,,,,,,,,1.14,,
December,,,,,,,,,,4.09,,
Total,,,,,,,,,,31.77,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.77,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
