"TAFF FECHAN NEUADD RESERVOIR NO. 3",,,,,,,,,,,,
Grid ref,SO029202,Long,-3.411785,Lat,51.871891,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,6.71,4.41,3.48,6.95,7.50,2.10,8.55,3.42,3.70,3.25,,
February,6.45,2.47,2.84,3.50,5.80,1.50,4.76,2.60,3.80,1.50,,
March,2.00,4.91,3.00,9.00,4.62,6.50,3.75,2.80,-999.00,5.56,,
April,2.30,4.55,2.49,2.96,3.20,6.00,1.63,5.95,3.65,4.55,,
May,4.28,1.31,3.96,5.48,3.60,0.58,3.73,3.45,4.55,2.16,,
June,4.13,3.28,5.79,2.84,2.10,6.70,3.75,5.82,1.90,4.33,,
July,3.00,3.00,1.90,4.10,4.15,1.80,1.55,5.60,6.08,5.15,,
August,6.72,4.67,4.60,8.90,5.50,6.60,5.30,6.38,7.75,2.66,,
September,2.70,3.44,3.20,6.95,3.30,3.20,1.87,1.54,4.17,5.18,,
October,8.20,4.13,5.88,13.11,2.80,5.15,7.74,9.83,4.43,11.40,,
November,6.10,2.38,5.20,5.80,4.10,6.10,6.80,4.70,4.16,4.00,,
December,10.13,8.30,4.50,5.45,4.90,1.91,4.72,8.24,6.25,11.70,,
Total,62.72,46.85,46.84,75.04,51.57,48.14,54.15,60.33,55.54,61.44,,
Calc annual,62.72,46.85,46.84,75.04,51.57,48.14,54.15,60.33,50.44,61.44,,
Difference,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,5.10,0.00,,
