"PENTLAND HILLS HARPERRIG",,,,,,,,,,,,
Grid ref,NT102612,Long,-3.435350,Lat,55.835640,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.20,2.70,2.60,8.10,3.35,1.22,5.04,2.24,4.55,4.40,,
February,3.10,2.60,1.50,7.70,3.08,1.98,1.87,2.04,2.12,2.00,,
March,1.30,3.60,3.11,9.37,1.78,5.05,3.32,2.05,5.05,5.70,,
April,2.50,2.70,2.20,1.50,4.08,2.58,1.44,1.91,1.95,3.10,,
May,2.10,2.60,2.70,2.46,3.83,1.53,5.49,3.54,2.70,2.95,,
June,3.50,2.50,2.40,1.51,2.93,1.08,2.28,3.67,1.71,2.78,,
July,3.70,1.40,3.70,4.06,2.62,3.16,2.05,3.59,2.73,4.35,,
August,3.90,4.80,1.50,4.18,4.08,4.05,6.76,4.49,3.26,2.45,,
September,4.10,2.30,2.80,2.46,1.64,3.41,1.05,1.65,4.45,2.55,,
October,5.10,3.30,2.50,7.55,1.79,2.59,7.60,10.47,1.12,6.28,,
November,6.70,3.80,1.70,2.46,1.60,4.12,5.10,2.14,2.41,1.60,,
December,7.20,4.20,4.60,2.16,3.81,2.49,1.58,4.84,1.65,4.35,,
Total,48.40,36.50,31.31,53.51,34.59,33.26,43.58,42.63,33.70,42.51,,
Calc annual,48.40,36.50,31.31,53.51,34.59,33.26,43.58,42.63,33.70,42.51,,
Difference,-0.00,-0.00,-0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,,
