"BURTON ASHBY ROAD 3 HAMILTON ROAD",,,,,,,,,,,,
Grid ref,SK263229,Long,-1.611333,Lat,52.803019,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.81,1.77,1.07,2.17,2.00,1.11,3.17,1.10,,,,
February,3.90,1.36,1.65,0.92,3.39,0.75,2.61,1.72,,,,
March,0.68,2.13,1.44,3.35,1.68,2.75,1.74,1.36,,,,
April,1.47,1.69,2.47,1.71,1.68,1.66,0.95,1.75,,,,
May,1.88,0.92,3.07,2.98,1.64,0.36,2.43,4.39,,,,
June,3.24,2.54,1.70,1.41,0.54,1.94,2.68,2.88,,,,
July,2.94,3.19,1.39,2.48,2.73,2.07,0.69,,,,,
August,4.68,2.19,4.09,4.68,3.25,4.11,1.01,,,,,
September,1.08,1.11,,2.78,2.05,1.34,1.35,,,,,
October,2.66,1.79,2.36,5.47,0.88,1.49,4.70,,,,,
November,2.49,1.53,1.89,2.33,1.38,2.79,2.86,,,,,
December,4.31,4.98,1.74,1.54,1.59,0.72,2.70,,,,,
Total,33.14,25.20,,31.82,22.81,21.09,26.89,,,,,
Calc annual,33.14,25.20,22.87,31.82,22.81,21.09,26.89,13.20,0.00,0.00,,
Difference,0.00,0.00,NaN,0.00,0.00,0.00,0.00,NaN,NaN,NaN,,
