"GOOLE SWINFLEET",,,,,,,,,,,,
Grid ref,SE768221,Long,-0.838486,Lat,53.689713,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.90,1.13,1.42,1.49,2.01,0.47,3.05,0.69,1.14,0.82,,
February,3.68,1.30,1.37,1.47,3.23,0.70,1.78,1.05,1.72,0.66,,
March,0.67,1.78,1.71,2.51,1.90,2.31,0.99,1.22,3.18,2.66,,
April,1.31,1.43,2.32,1.31,1.70,2.09,0.50,1.72,2.56,2.43,,
May,1.61,1.23,2.12,3.70,2.42,0.43,1.16,3.05,1.96,1.35,,
June,2.52,1.76,2.67,1.83,0.96,1.96,1.68,3.60,1.06,2.52,,
July,2.06,2.07,1.53,2.98,2.39,2.44,0.63,2.31,3.29,2.86,,
August,4.58,1.43,2.39,3.24,3.52,3.20,1.99,1.94,1.55,4.29,,
September,1.10,1.26,0.81,3.77,2.03,1.64,0.73,0.86,1.85,1.99,,
October,3.32,2.18,3.00,6.55,0.56,1.97,4.61,5.18,0.84,2.11,,
November,3.33,3.40,1.48,1.17,1.18,3.35,2.41,2.96,1.30,0.74,,
December,3.24,5.24,2.34,0.83,1.59,0.70,1.39,3.00,1.47,4.84,,
Total,30.32,24.21,23.16,30.85,23.49,21.26,20.92,27.58,21.92,27.27,,
Calc annual,30.32,24.21,23.16,30.85,23.49,21.26,20.92,27.58,21.92,27.27,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
