"SOUTHAMPTON THORNHILL PARK",,,,,,,,,,,,
Grid ref,SU469128,Long,-1.334257,Lat,50.912768,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.85,1.24,0.95,2.12,3.81,0.89,7.34,0.87,1.56,0.93,,
February,4.55,1.35,1.76,1.65,3.31,0.68,2.84,1.27,1.17,0.21,,
March,1.24,1.78,1.96,2.99,1.36,3.96,1.48,0.48,1.92,3.43,,
April,1.34,1.99,1.64,2.68,1.41,1.48,0.87,4.06,0.55,1.17,,
May,1.18,1.34,2.75,2.78,3.85,0.44,1.82,2.30,2.90,1.48,,
June,2.91,1.69,3.56,3.64,1.35,4.35,1.62,1.43,0.58,5.54,,
July,1.48,3.52,1.68,2.79,1.87,0.23,0.96,1.29,1.31,2.28,,
August,2.72,2.19,3.97,3.93,3.22,3.26,1.31,1.56,3.97,1.93,,
September,0.36,2.08,0.90,2.12,1.96,1.81,0.86,0.28,1.61,3.84,,
October,2.50,2.71,1.90,9.51,2.08,2.05,5.77,7.00,1.45,7.87,,
November,2.89,0.41,3.26,1.54,1.00,3.83,3.90,2.46,1.36,0.55,,
December,3.17,3.97,1.57,2.61,2.89,0.63,1.85,3.91,2.65,3.45,,
Total,27.19,24.27,25.90,38.36,28.11,23.61,30.62,26.91,21.03,32.68,,
Calc annual,27.19,24.27,25.90,38.36,28.11,23.61,30.62,26.91,21.03,32.68,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,,
