"ALPORT MOOR GLETHERING CLOUGH",,,,,,,,,,,,
Grid ref,SK123933,Long,-1.816320,Lat,53.436338,,,,,,,
Station no,ZZ999,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,5.30,1.30,4.00,2.00,,
February,,,,,,,3.20,2.20,3.60,3.90,,
March,,,,,,,3.50,4.20,3.40,4.20,,
April,,,,,,,1.70,3.40,3.00,3.30,,
May,,,,,,,4.20,5.00,3.30,2.80,,
June,,,,,,,1.90,8.40,2.40,5.00,,
July,,,,,,,3.70,4.00,6.00,6.30,,
August,,,,,,,4.90,4.90,4.00,3.10,,
September,,,,,,,2.20,0.80,4.80,3.20,,
October,,,,,,,8.00,8.30,1.80,6.40,,
November,,,,,,,6.40,4.80,4.00,2.40,,
December,,,,,,,3.70,4.10,2.60,6.10,,
Total,44.90,37.70,42.00,57.30,,,48.70,51.40,42.90,48.70,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,48.70,51.40,42.90,48.70,,
Difference,44.90,37.70,42.00,57.30,NaN,NaN,0.00,0.00,0.00,0.00,,
