"MANCHESTER HIGHER CRUMPSALL",,,,,,,,,,,,
Grid ref,SD831023,Long,-2.256342,Lat,53.517100,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,,,
February,,,,,,,,,,1.13,,
March,,,,,,,,,,3.76,,
April,,,,,,,,,,3.50,,
May,,,,,,,,,,1.94,,
June,,,,,,,,,,2.02,,
July,,,,,,,,,,5.76,,
August,,,,,,,,,,3.07,,
September,,,,,,,,,,2.29,,
October,,,,,,,,,,4.17,,
November,,,,,,,,,,1.08,,
December,,,,,,,,,,6.38,,
Total,,,,,,,,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.10,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
