"NEMPNETT WEST TOWN",,,,,,,,,,,,
Grid ref,ST517603,Long,-2.694778,Lat,51.339724,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,1.58,1.39,1.28,,
February,,,,,,,,2.12,1.60,0.71,,
March,,,,,,,,0.90,2.83,3.50,,
April,,,,,,,,3.81,2.34,2.62,,
May,,,,,,,,2.74,1.58,2.23,,
June,,,,,,,,2.48,0.72,3.87,,
July,,,,,,,,3.67,3.07,2.71,,
August,,,,,,,,3.25,5.05,2.26,,
September,,,,,,,,0.66,2.25,3.00,,
October,,,,,,,,6.63,1.36,6.53,,
November,,,,,,,,3.18,1.05,1.33,,
December,,,,,,,,6.28,3.06,6.53,,
Total,,,,,,,,37.30,26.30,36.57,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.30,26.30,36.57,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,,
