"LONG COMPTON WESTON PARK",,,,,,,,,,,,
Grid ref,SP287346,Long,-1.583278,Lat,52.009095,,,,,,,
Station no,2441,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.04,1.03,0.71,2.75,2.84,1.00,3.65,0.95,1.11,1.00,,
February,5.56,1.50,1.20,1.32,4.45,0.82,1.66,1.35,0.81,0.44,,
March,0.79,1.90,1.42,3.01,1.40,2.93,1.06,0.87,2.74,3.41,,
April,1.06,2.29,2.23,2.15,0.76,2.01,0.47,2.83,3.24,2.42,,
May,1.73,1.27,2.68,3.64,4.83,0.20,1.87,3.25,1.69,1.40,,
June,2.21,2.13,2.22,4.41,0.79,3.12,3.62,2.84,1.71,4.66,,
July,2.04,2.51,1.24,3.75,2.05,0.91,1.76,2.43,1.68,2.48,,
August,4.18,2.26,2.35,2.95,2.32,4.15,0.81,2.35,2.93,2.49,,
September,0.50,1.29,1.80,2.20,2.12,1.41,1.19,0.47,1.77,2.75,,
October,2.74,1.74,2.15,5.52,0.60,1.08,4.94,6.00,1.38,3.49,,
November,2.29,0.91,2.29,1.78,1.39,3.50,3.19,1.85,1.01,0.76,,
December,4.52,4.11,1.60,1.70,1.65,0.89,1.60,3.44,2.19,3.40,,
Total,30.66,22.94,21.89,35.18,25.20,22.02,25.82,28.63,22.26,28.70,,
Calc annual,30.66,22.94,21.89,35.18,25.20,22.02,25.82,28.63,22.26,28.70,,
Difference,0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,-0.00,0.00,0.00,,
