"CLUMBER GARDENS",,,,,,,,,,,,
Grid ref,SK625749,Long,-1.064373,Lat,53.267420,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,3.07,0.77,1.09,0.95,,
February,,,,,,,2.11,1.79,1.39,0.64,,
March,,,,,,,1.40,1.47,2.79,3.31,,
April,,,,,,,0.60,1.77,2.01,1.34,,
May,,,,,,,1.42,3.42,2.71,1.28,,
June,,,,,,,2.14,3.07,2.23,4.51,,
July,,,,,,,0.68,1.57,2.36,4.10,,
August,,,,,,,1.66,1.52,2.91,3.52,,
September,,,,,,,1.08,0.48,1.43,2.68,,
October,,,,,,,5.44,4.93,0.70,2.75,,
November,,,,,,,2.48,1.92,1.15,0.34,,
December,,,,,,,2.23,2.37,1.51,4.80,,
Total,,,,,,,24.31,25.08,22.28,30.22,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,24.31,25.08,22.28,30.22,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,-0.00,0.00,-0.00,,
