"BATH FAIRLY WESTON",,,,,,,,,,,,
Grid ref,ST728664,Long,-2.392347,Lat,51.395977,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.32,2.34,1.46,3.80,,,,,,,,
February,5.80,0.81,0.90,1.78,,,,,,,,
March,1.36,2.18,1.72,3.86,,,,,,,,
April,1.17,2.65,1.44,3.05,,,,,,,,
May,2.45,1.21,2.12,5.00,,,,,,,,
June,1.81,1.89,3.09,4.32,,,,,,,,
July,1.22,3.77,1.58,2.96,,,,,,,,
August,2.65,1.88,2.85,3.90,,,,,,,,
September,0.62,2.72,1.56,2.42,,,,,,,,
October,3.08,1.70,2.02,6.67,,,,,,,,
November,2.55,0.67,2.40,2.12,,,,,,,,
December,5.59,5.55,2.28,2.64,,,,,,,,
Total,31.62,27.37,23.42,42.52,,,,,,,,
Calc annual,31.62,27.37,23.42,42.52,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
