"KETTERING, CRANSLEY MILL",,,,,,,,,,,,
Grid ref,SP821773,Long,-0.795080,Lat,52.387583,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,0.85,2.05,2.02,,,,,,,
February,,,2.02,0.99,2.95,,,,,,,
March,,,1.30,3.02,1.65,,,,,,,
April,,,1.33,2.26,1.13,,,,,,,
May,,,2.04,2.45,2.07,,,,,,,
June,,,2.56,2.56,1.27,,,,,,,
July,,,1.01,2.53,,,,,,,,
August,,,3.22,3.85,,,,,,,,
September,,,1.67,3.37,,,,,,,,
October,,,2.10,5.95,,,,,,,,
November,,0.76,1.54,1.41,,,,,,,,
December,,3.86,1.19,1.27,,,,,,,,
Total,,,20.83,31.71,,,,,,,,
Calc annual,0.00,4.62,20.83,31.71,11.09,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
