"PENRITH GREYSTOKE BELLE VUE",,,,,,,,,,,,
Grid ref,NY448305,Long,-2.857345,Lat,54.666539,,,,,,,
Station no,RR121,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.20,2.96,2.50,4.36,3.83,1.61,5.91,1.35,2.62,2.65,,
February,5.06,0.81,1.28,7.12,3.69,2.61,3.05,2.34,3.17,2.87,,
March,0.77,2.97,2.16,6.34,2.55,3.20,2.34,3.01,4.21,3.57,,
April,2.56,2.46,2.44,1.43,3.01,3.51,0.71,1.82,2.21,2.37,,
May,1.97,1.35,3.04,3.61,2.49,0.98,5.56,4.49,2.31,1.74,,
June,3.40,1.69,1.54,1.73,1.54,1.32,1.11,4.34,1.60,2.68,,
July,1.67,1.47,3.52,4.02,1.55,1.20,2.06,2.13,3.26,4.28,,
August,6.96,3.12,1.67,5.46,4.61,3.33,4.30,3.33,4.08,3.05,,
September,1.83,1.29,1.92,4.62,0.92,2.79,1.42,0.38,3.32,2.31,,
October,5.93,3.59,2.59,10.18,1.41,2.98,5.98,5.55,1.57,4.57,,
November,2.68,3.53,2.61,3.22,3.47,3.75,3.66,3.01,2.71,1.55,,
December,5.57,4.78,4.53,3.17,3.57,1.62,2.92,5.29,2.26,5.32,,
Total,41.60,30.02,29.80,55.26,32.64,28.90,39.02,37.04,33.32,36.96,,
Calc annual,41.60,30.02,29.80,55.26,32.64,28.90,39.02,37.04,33.32,36.96,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
