"BURNLEY QUEENS PARK",,,,,,,,,,,,
Grid ref,SD847331,Long,-2.233740,Lat,53.793982,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,3.66,2.55,,
February,,,,,,,,,3.05,3.15,,
March,,,,,,,,,3.66,2.51,,
April,,,,,,,,,2.42,3.75,,
May,,,,,,,,,2.88,2.09,,
June,,,,,,,,,1.65,2.61,,
July,,,,,,,,,4.32,5.86,,
August,,,,,,,,,4.52,2.93,,
September,,,,,,,,,3.78,2.27,,
October,,,,,,,,,1.28,4.78,,
November,,,,,,,,,3.49,1.91,,
December,,,,,,,,,2.55,5.79,,
Total,,,,,,,,,37.26,40.20,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.26,40.20,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,,
