"ABINGDON SEWAGE WORKS",,,,,,,,,,,,
Grid ref,SU496959,Long,-1.284339,Lat,51.659703,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.38,1.39,0.79,2.51,3.04,0.40,3.17,0.73,1.51,0.66,,
February,3.35,1.00,1.04,1.07,2.98,0.30,1.38,0.87,0.74,0.50,,
March,0.47,1.96,1.31,2.29,1.34,2.66,1.30,0.77,2.53,2.40,,
April,0.52,1.19,1.39,2.13,1.15,1.80,0.47,1.78,4.65,1.50,,
May,0.96,1.24,1.97,3.77,3.26,3.26,1.47,1.82,0.73,1.27,,
June,2.19,0.89,2.32,5.59,1.00,3.60,2.68,2.51,1.26,3.90,,
July,1.18,2.29,0.70,2.83,1.90,0.68,0.85,3.48,1.59,2.14,,
August,2.24,1.80,2.76,3.07,1.54,0.76,1.34,1.20,2.67,3.68,,
September,0.37,2.12,1.46,2.18,0.67,1.31,0.70,0.57,2.19,2.78,,
October,1.88,1.25,1.56,5.63,1.13,0.88,3.98,5.42,1.16,3.54,,
November,1.56,0.54,2.44,2.37,1.61,3.57,3.12,1.91,1.15,0.74,,
December,2.79,3.94,1.82,1.09,1.68,1.03,2.06,3.57,1.92,2.76,,
Total,19.89,19.61,19.56,34.53,21.30,20.25,22.52,24.63,22.10,25.87,,
Calc annual,19.89,19.61,19.56,34.53,21.30,20.25,22.52,24.63,22.10,25.87,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
