"RAWTENSTALL CLOUGHBOTTOM RESERVOIR",,,,,,,,,,,,
Grid ref,SD845266,Long,-2.236448,Lat,53.735555,,,,,,,
Station no,2924,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,6.05,3.13,3.69,5.19,5.58,2.75,7.88,2.42,4.72,3.02,,
February,3.73,2.07,1.88,5.23,4.39,3.16,4.58,2.65,3.91,3.63,,
March,0.90,3.39,2.94,7.71,2.88,4.52,3.69,4.49,3.78,3.08,,
April,3.39,2.99,2.78,2.93,3.48,4.34,1.98,2.70,3.77,3.87,,
May,2.43,1.51,3.80,3.42,3.46,0.92,4.61,4.20,3.49,3.08,,
June,3.83,1.78,1.64,1.49,1.44,2.71,2.39,8.45,2.08,2.85,,
July,3.02,0.90,4.16,4.14,1.76,2.10,2.62,3.20,6.15,6.32,,
August,5.33,3.08,4.69,6.64,5.28,4.94,4.58,5.19,4.25,4.11,,
September,2.05,1.91,1.98,6.12,1.88,3.63,1.55,1.03,4.40,3.27,,
October,6.69,4.46,5.19,11.90,2.61,4.60,8.12,5.30,2.04,6.40,,
November,4.64,6.78,3.50,3.55,4.45,5.93,5.73,3.55,4.19,1.77,,
December,6.35,3.46,4.75,3.58,3.37,1.24,4.42,5.70,3.23,5.67,,
Total,48.41,35.46,41.00,61.90,40.58,40.84,52.15,48.88,46.01,47.07,,
Calc annual,48.41,35.46,41.00,61.90,40.58,40.84,52.15,48.88,46.01,47.07,,
Difference,-0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,-0.00,,
