"PENRITH NEWTON REIGNY & NEWTON RIGG",,,,,,,,,,,,
Grid ref,NY493310,Long,-2.787671,Lat,54.671505,,,,,,,
Station no,3607,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.09,2.57,2.37,5.59,4.06,1.24,5.45,1.06,2.69,3.39,,
February,5.03,0.93,1.29,8.17,3.37,2.28,2.36,2.43,3.27,2.59,,
March,0.63,2.81,2.38,7.66,2.16,3.21,2.38,3.28,3.89,2.92,,
April,2.70,2.41,2.45,1.67,2.66,3.41,0.91,1.85,1.76,2.36,,
May,2.18,1.23,2.68,2.85,2.49,0.48,5.31,4.22,2.14,1.67,,
June,3.61,1.82,1.44,1.44,1.49,1.44,1.06,4.10,1.67,2.65,,
July,1.49,1.65,3.43,3.69,1.45,0.98,1.70,1.61,2.81,3.90,,
August,6.17,2.91,1.48,4.65,3.92,3.34,3.49,2.99,4.08,2.88,,
September,2.33,1.41,1.73,4.23,0.89,2.63,1.26,0.37,2.85,2.30,,
October,6.33,3.24,2.97,9.48,1.22,2.47,5.90,5.31,1.69,5.45,,
November,2.93,4.10,2.97,2.51,3.48,3.45,3.33,2.75,2.69,1.59,,
December,5.93,5.51,5.37,2.82,3.22,1.27,2.49,5.47,2.37,5.01,,
Total,42.42,30.59,30.56,54.76,30.41,26.20,35.64,35.44,31.91,36.71,,
Calc annual,42.42,30.59,30.56,54.76,30.41,26.20,35.64,35.44,31.91,36.71,,
Difference,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
