"KNUTSFORD",,,,,,,,,,,,
Grid ref,SJ760786,Long,-2.361604,Lat,53.303798,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.65,,,,,,,,,,,
February,3.58,,,,,,,,,,,
March,0.94,,,,,,,,,,,
April,1.44,,,,,,,,,,,
May,1.40,,,,,,,,,,,
June,3.57,,,,,,,,,,,
July,2.92,,,,,,,,,,,
August,4.76,,,,,,,,,,,
September,1.31,,,,,,,,,,,
October,3.75,,,,,,,,,,,
November,2.21,,,,,,,,,,,
December,3.67,,,,,,,,,,,
Total,33.20,,,,,,,,,,,
Calc annual,33.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
