"WORCESTER WATER WORKS",,,,,,,,,,,,
Grid ref,SO840565,Long,-2.235555,Lat,52.206489,,,,,,,
Station no,ZZ999,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.50,1.50,1.87,2.05,1.75,1.08,2.99,0.87,0.53,0.91,,
February,4.26,0.84,0.99,1.52,3.45,0.77,1.46,0.64,1.02,0.30,,
March,0.92,1.64,1.13,2.89,1.02,2.79,0.92,0.56,2.81,2.73,,
April,0.70,2.19,1.74,1.69,0.85,1.57,1.49,2.34,2.66,1.89,,
May,2.14,1.12,2.17,4.16,1.83,0.57,2.15,2.35,1.50,0.96,,
June,2.09,1.35,2.95,2.01,0.64,2.02,2.98,2.30,2.24,3.14,,
July,1.07,3.30,1.35,2.67,2.60,2.38,1.05,2.17,1.53,2.50,,
August,2.99,1.65,2.72,3.13,1.52,5.24,0.54,1.84,2.13,1.65,,
September,0.44,1.33,1.00,2.33,1.89,0.74,0.63,0.45,3.09,3.36,,
October,2.74,1.16,2.43,4.21,0.99,1.04,4.34,6.02,1.73,2.58,,
November,2.05,0.65,2.20,1.17,1.33,2.75,2.21,1.96,1.39,0.75,,
December,5.16,3.25,1.49,1.01,1.92,0.87,1.72,3.32,1.88,3.56,,
Total,28.06,19.98,22.04,28.84,19.79,21.82,22.48,24.82,22.51,24.33,,
Calc annual,28.06,19.98,22.04,28.84,19.79,21.82,22.48,24.82,22.51,24.33,,
Difference,-0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,,
