"HAMPTON SOUTHWARK W. WORKS",,,,,,,,,,,,
Grid ref,TQ137695,Long,-0.366466,Lat,51.413129,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.64,0.60,0.53,2.44,2.17,0.85,2.84,0.50,1.37,,,
February,3.06,0.90,0.66,0.78,1.99,0.56,1.38,0.95,0.77,,,
March,0.89,1.50,1.53,1.98,0.90,2.88,0.81,0.48,2.02,,,
April,0.69,1.53,0.52,1.71,0.73,1.29,0.24,2.90,2.09,,,
May,1.24,0.31,1.94,2.08,2.00,0.40,1.93,1.68,1.44,,,
June,2.09,1.28,3.52,6.32,0.68,4.53,2.31,1.80,2.37,,,
July,1.20,2.62,1.23,3.67,1.88,0.65,0.61,1.05,2.35,,,
August,2.50,1.76,3.61,3.55,0.88,2.42,0.81,2.05,2.93,,,
September,0.69,1.03,2.52,2.20,1.43,1.61,2.20,0.41,1.50,,,
October,1.36,1.34,1.16,5.96,1.45,1.21,2.93,3.55,2.21,,,
November,1.76,0.46,1.52,1.65,1.30,2.55,3.37,1.96,,,,
December,1.54,2.46,1.23,1.19,1.69,0.55,1.53,2.69,,,,
Total,19.66,15.79,19.97,33.53,17.10,19.50,20.96,20.02,,,,
Calc annual,19.66,15.79,19.97,33.53,17.10,19.50,20.96,20.02,19.05,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,NaN,NaN,,
