"TAUNTON GATCHELL HOUSE",,,,,,,,,,,,
Grid ref,ST212221,Long,-3.124178,Lat,50.992881,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,1.15,,,,
February,,,,,,,,1.15,,,,
March,,,,,,,,0.45,,,,
April,,,,,,,,4.50,,,,
May,,,,,,,,2.80,,,,
June,,,,,,,,1.55,,,,
July,,,,,,,,1.95,,,,
August,,,,,,,,1.25,,,,
September,,,,,,,,0.31,,,,
October,,,,,,,,7.18,,,,
November,,,,,,,,2.90,,,,
December,,,,,,,,4.69,,,,
Total,,,,,,,,29.88,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.88,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,NaN,NaN,,
