"BUXTON STANLEY MOOR",,,,,,,,,,,,
Grid ref,SK041712,Long,-1.940029,Lat,53.237815,,,,,,,
Station no,2678,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,6.29,3.89,4.57,5.63,5.20,4.02,7.66,2.48,4.21,2.98,,
February,5.51,3.18,2.24,4.34,5.16,3.80,4.61,2.81,5.45,2.96,,
March,1.33,4.74,4.22,6.06,2.48,6.27,4.48,4.64,4.29,5.22,,
April,3.47,4.30,3.02,3.51,3.60,4.83,2.18,3.18,3.83,3.57,,
May,1.93,1.81,5.52,2.93,3.48,1.01,4.46,4.52,4.55,3.08,,
June,6.50,3.31,1.99,0.98,1.00,2.79,1.82,10.26,2.80,3.10,,
July,4.80,2.46,4.48,4.20,2.99,3.35,2.79,4.79,5.42,7.96,,
August,5.92,3.05,4.53,7.73,5.52,4.61,4.24,6.74,5.22,3.81,,
September,2.02,1.72,2.36,7.31,2.92,3.37,2.59,1.27,4.52,4.04,,
October,7.28,5.73,7.59,10.82,1.90,5.27,7.71,6.55,1.61,8.31,,
November,4.07,6.87,2.83,5.60,4.86,5.77,5.21,4.35,5.07,2.32,,
December,7.44,11.23,4.27,2.86,2.52,1.30,6.63,4.89,4.26,9.47,,
Total,56.56,52.29,47.62,61.97,41.63,46.39,54.38,56.48,51.23,56.82,,
Calc annual,56.56,52.29,47.62,61.97,41.63,46.39,54.38,56.48,51.23,56.82,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,,
