"WANTAGE ST KATHERINE'S SCHOOL",,,,,,,,,,,,
Grid ref,SU403879,Long,-1.419697,Lat,51.588519,,,,,,,
Station no,ZZ999,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,0.80,,
February,,,,,,,,,,0.59,,
March,,,,,,,,,,3.13,,
April,,,,,,,,,,1.43,,
May,,,,,,,,,,1.29,,
June,,,,,,,,,,3.75,,
July,,,,,,,,,,1.98,,
August,,,,,,,,,,3.16,,
September,,,,,,,,,,2.48,,
October,,,,,,,,,,3.89,,
November,,,,,,,,,,0.67,,
December,,,,,,,,,,3.64,,
Total,,,,,,,,,,26.81,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.81,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,,
