"GODALMING COMPTON RECTORY",,,,,,,,,,,,
Grid ref,SU963463,Long,-0.622838,Lat,51.207800,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,1.06,,
February,,,,,,,,,,0.48,,
March,,,,,,,,,,4.55,,
April,,,,,,,,,,2.18,,
May,,,,,,,,,,1.89,,
June,,,,,,,,,,3.34,,
July,,,,,,,,,,2.91,,
August,,,,,,,,,,2.15,,
September,,,,,,,,,,3.41,,
October,,,,,,,,,,7.86,,
November,,,,,,,,,,0.68,,
December,,,,,,,,,,4.68,,
Total,,,,,,,,,,35.19,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.19,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
