"BOLTON BELMONT",,,,,,,,,,,,
Grid ref,SD677157,Long,-2.489977,Lat,53.636814,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,8.01,3.68,6.36,4.48,4.92,2.97,8.23,2.58,5.23,3.33,,
February,4.38,2.62,2.27,5.45,4.81,3.91,4.59,2.78,5.89,3.10,,
March,0.95,4.97,3.59,5.57,2.92,4.71,4.68,5.12,4.29,4.12,,
April,3.81,3.72,3.35,2.93,3.54,4.95,3.24,3.03,2.88,4.51,,
May,2.31,1.48,4.67,4.91,3.21,0.92,4.80,5.32,4.42,3.61,,
June,3.85,2.46,1.94,2.15,2.34,2.80,2.85,11.40,2.57,3.68,,
July,3.20,2.52,5.55,4.76,2.20,3.38,3.02,4.74,7.13,8.78,,
August,6.24,3.97,4.28,8.19,5.62,5.83,5.60,6.90,4.72,4.10,,
September,4.04,1.63,2.61,6.60,2.53,4.10,2.57,1.76,5.89,4.37,,
October,8.12,5.53,6.36,11.48,3.80,5.82,8.42,4.30,2.66,8.37,,
November,6.79,7.00,4.18,5.26,5.17,6.13,5.15,4.74,4.82,2.68,,
December,7.30,5.82,4.11,3.46,3.93,1.49,6.59,5.55,4.23,8.80,,
Total,59.00,45.40,49.27,65.24,44.99,47.01,59.74,58.22,54.73,59.45,,
Calc annual,59.00,45.40,49.27,65.24,44.99,47.01,59.74,58.22,54.73,59.45,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,-0.00,0.00,,
