"WOMBOURNE THE BRATCH",,,,,,,,,,,,
Grid ref,SO865937,Long,-2.200482,Lat,52.540986,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.08,1.53,0.99,2.21,2.53,0.98,3.60,1.30,0.83,0.73,,
February,4.18,1.45,1.35,1.40,3.68,0.82,1.84,1.39,1.18,0.54,,
March,1.10,2.24,1.49,4.47,1.74,2.87,1.17,0.91,2.99,2.76,,
April,0.95,1.82,1.91,1.53,1.35,1.93,1.98,2.05,2.27,1.68,,
May,2.08,1.12,3.13,2.48,2.27,0.51,3.04,3.01,3.55,1.45,,
June,2.77,3.09,2.08,1.26,0.56,2.19,2.08,2.81,2.52,4.23,,
July,2.26,2.33,1.62,1.68,2.22,1.56,1.12,2.10,1.76,3.45,,
August,2.99,2.33,5.08,4.61,2.59,4.80,1.28,2.73,3.05,1.63,,
September,1.22,1.14,1.27,3.87,2.09,1.72,1.36,0.89,2.04,2.53,,
October,3.22,1.76,2.91,5.94,0.71,1.45,4.62,5.27,1.93,3.46,,
November,2.22,1.38,2.14,1.90,1.58,2.67,2.80,2.47,2.09,0.68,,
December,4.12,4.52,1.75,2.12,1.81,0.87,2.03,2.41,2.15,4.28,,
Total,30.19,24.71,25.72,33.47,23.13,22.37,26.92,27.34,26.36,27.42,,
Calc annual,30.19,24.71,25.72,33.47,23.13,22.37,26.92,27.34,26.36,27.42,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
