"COCKERHAM VICARAGE",,,,,,,,,,,,
Grid ref,SD464522,Long,-2.818452,Lat,53.963089,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,3.04,,,
February,,,,,,,,,2.34,,,
March,,,,,,,,,2.73,,,
April,,,,,,,,,2.21,,,
May,,,,,,,,,2.72,,,
June,,,,,,,,,2.45,,,
July,,,,,,,,,3.42,,,
August,,,,,,,,,5.11,,,
September,,,,,,,,,4.76,,,
October,,,,,,,,,1.87,,,
November,,,,,,,,,3.59,,,
December,,,,,,,,,3.32,,,
Total,,,,,,,,,37.56,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.56,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,NaN,,
