"WESTON-SUPER-MARE HIGH STREET",,,,,,,,,,,,
Grid ref,ST318602,Long,-2.980403,Lat,51.336782,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.21,1.57,,,,,,,,,,
February,4.76,0.83,,,,,,,,,,
March,0.73,1.72,,,,,,,,,,
April,1.09,2.42,,,,,,,,,,
May,1.75,,,,,,,,,,,
June,1.67,,,,,,,,,,,
July,1.21,,,,,,,,,,,
August,2.29,,,,,,,,,,,
September,0.71,,,,,,,,,,,
October,3.05,,,,,,,,,,,
November,3.25,,,,,,,,,,,
December,4.68,,,,,,,,,,,
Total,29.40,,,,,,,,,,,
Calc annual,29.40,6.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
