"REIGATE LEITH COTTAGE",,,,,,,,,,,,
Grid ref,TQ250509,Long,-0.210581,Lat,51.243589,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,0.99,2.74,,,,,,,,
February,,,1.18,2.17,,,,,,,,
March,,,1.96,3.76,,,,,,,,
April,,,1.06,2.16,,,,,,,,
May,,,2.64,2.93,,,,,,,,
June,,,3.97,5.39,,,,,,,,
July,,1.81,2.07,3.83,,,,,,,,
August,,2.61,3.19,4.24,,,,,,,,
September,,1.80,0.61,3.33,,,,,,,,
October,,2.65,2.66,7.44,,,,,,,,
November,,0.90,2.54,3.04,,,,,,,,
December,,5.11,1.74,2.45,,,,,,,,
Total,,,24.61,43.48,,,,,,,,
Calc annual,0.00,14.88,24.61,43.48,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
