"LYTHAM",,,,,,,,,,,,
Grid ref,SD358278,Long,-2.974881,Lat,53.742607,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.61,1.31,,,,,,,,,,
February,2.52,1.51,,,,,,,,,,
March,0.70,3.16,,,,,,,,,,
April,1.72,,,,,,,,,,,
May,1.76,1.02,,,,,,,,,,
June,1.89,1.88,,,,,,,,,,
July,1.03,2.32,,,,,,,,,,
August,5.70,3.32,,,,,,,,,,
September,1.91,0.96,,,,,,,,,,
October,6.47,2.75,,,,,,,,,,
November,3.20,5.22,,,,,,,,,,
December,3.52,2.86,,,,,,,,,,
Total,35.03,,,,,,,,,,,
Calc annual,35.03,26.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
