"PINNER, MOSS COTTAGE",,,,,,,,,,,,
Grid ref,TQ122904,Long,-0.381383,Lat,51.601274,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,0.69,0.84,2.44,3.00,0.65,,,,,,
February,,1.13,1.30,0.92,2.71,0.86,,,,,,
March,,2.05,1.53,3.03,1.48,3.57,,,,,,
April,,2.13,0.68,1.83,0.98,1.61,,,,,,
May,,0.69,1.75,2.63,2.42,0.97,,,,,,
June,,1.80,4.07,5.35,0.75,3.86,,,,,,
July,,1.24,1.18,3.67,2.30,1.35,,,,,,
August,,1.57,3.39,3.51,2.09,2.57,,,,,,
September,,1.05,0.91,2.67,1.16,1.42,,,,,,
October,,1.77,1.55,8.03,1.42,1.34,,,,,,
November,,0.47,1.82,1.71,1.27,2.80,,,,,,
December,,3.47,1.53,1.59,1.97,0.99,,,,,,
Total,,18.06,20.55,37.38,21.55,21.99,,,,,,
Calc annual,0.00,18.06,20.55,37.38,21.55,21.99,0.00,0.00,0.00,0.00,,
Difference,NaN,-0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,,
