"WIGAN WATERWORKS",,,,,,,,,,,,
Grid ref,SD580102,Long,-2.635926,Lat,53.586692,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.66,2.56,2.81,2.68,3.08,1.32,5.45,1.56,2.69,1.70,,
February,3.01,1.83,1.43,2.87,3.85,2.01,3.57,1.63,2.93,1.08,,
March,0.75,2.75,2.59,3.31,1.89,2.81,2.31,2.78,3.04,2.95,,
April,1.80,2.40,1.97,1.83,1.81,2.84,1.41,1.80,2.60,2.87,,
May,2.18,0.99,3.73,3.04,2.25,0.59,3.40,3.28,3.13,2.80,,
June,2.69,2.04,1.64,1.92,1.83,1.90,2.85,6.31,2.07,2.98,,
July,1.90,1.87,3.34,2.95,1.11,2.04,1.29,3.22,4.56,5.57,,
August,6.14,2.57,2.12,5.31,4.36,4.01,3.12,4.55,3.30,3.14,,
September,1.64,1.36,1.89,5.16,2.08,2.32,1.71,1.07,4.41,2.95,,
October,5.61,3.20,3.96,7.60,2.47,3.82,5.91,3.17,2.22,5.18,,
November,4.04,3.74,2.07,3.81,2.35,4.41,2.55,3.24,2.62,1.62,,
December,4.42,4.21,3.00,1.98,3.12,0.74,3.60,3.59,2.61,6.77,,
Total,38.84,29.52,30.55,42.46,30.20,28.81,37.17,36.20,36.18,39.61,,
Calc annual,38.84,29.52,30.55,42.46,30.20,28.81,37.17,36.20,36.18,39.61,,
Difference,0.00,-0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
