"KINGSTON COUNTY HALL",,,,,,,,,,,,
Grid ref,TQ176687,Long,-0.310678,Lat,51.405145,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.84,1.08,0.78,2.44,2.35,1.02,3.61,0.83,1.88,0.83,,
February,3.30,0.82,0.73,1.12,2.94,0.85,1.73,1.36,1.24,0.27,,
March,1.07,2.24,1.69,2.57,1.56,3.73,1.26,0.85,2.71,3.24,,
April,0.80,2.17,0.64,1.69,0.93,1.46,0.42,3.16,2.38,1.64,,
May,1.03,0.44,2.53,2.07,2.13,1.00,1.24,1.94,1.47,1.71,,
June,2.49,1.04,3.79,6.37,1.16,4.37,2.62,2.15,2.75,4.12,,
July,1.25,2.14,1.56,4.48,1.75,1.41,0.87,1.22,2.71,3.61,,
August,2.85,1.74,2.70,4.30,1.07,3.10,1.10,2.27,3.38,1.82,,
September,0.73,1.75,2.57,3.21,2.00,1.63,2.39,0.44,1.84,2.03,,
October,1.85,1.78,1.46,5.02,1.60,1.03,3.70,3.75,1.95,3.63,,
November,2.02,0.43,1.61,2.04,1.58,3.05,3.65,2.15,0.60,0.90,,
December,2.36,3.24,1.49,1.51,2.44,0.89,2.04,3.09,1.82,2.56,,
Total,22.59,18.87,21.55,36.82,21.51,23.54,24.63,23.21,24.73,26.36,,
Calc annual,22.59,18.87,21.55,36.82,21.51,23.54,24.63,23.21,24.73,26.36,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
