"MELROSE ASYLUM",,,,,,,,,,,,
Grid ref,NT543332,Long,-2.726643,Lat,55.590278,,,,,,,
Station no,5056,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.46,2.26,1.25,4.63,2.58,0.90,2.44,0.77,2.65,2.34,,
February,5.47,1.35,1.59,3.93,2.65,1.44,1.41,1.21,1.58,1.84,,
March,1.08,1.78,1.01,3.58,2.24,3.75,1.80,1.88,4.39,5.30,,
April,2.41,2.38,1.57,1.29,1.79,2.81,0.99,2.01,1.22,3.49,,
May,1.64,2.28,2.84,1.52,2.79,0.99,5.22,3.62,2.20,2.05,,
June,6.82,1.66,1.96,1.68,2.88,1.75,2.27,3.79,1.76,1.70,,
July,3.50,2.60,2.57,3.98,2.87,1.49,2.17,3.25,2.26,2.53,,
August,4.38,4.52,1.72,3.52,2.45,3.93,5.61,2.66,2.20,1.79,,
September,1.70,1.38,1.72,3.01,1.06,2.34,0.61,0.69,2.24,2.28,,
October,3.77,2.44,1.91,8.53,0.76,1.99,4.89,4.67,1.90,4.48,,
November,4.55,3.44,2.29,1.56,1.90,3.47,2.73,1.98,1.34,0.65,,
December,4.08,4.33,3.61,1.87,2.25,0.96,2.80,3.81,1.29,3.69,,
Total,42.86,30.42,24.04,39.10,26.22,25.82,32.94,30.34,25.03,32.14,,
Calc annual,42.86,30.42,24.04,39.10,26.22,25.82,32.94,30.34,25.03,32.14,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
