"STOURPORT LINCOMBE LOCK",,,,,,,,,,,,
Grid ref,SO820693,Long,-2.265509,Lat,52.321501,,,,,,,
Station no,2409,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.68,1.46,0.88,2.16,2.38,0.89,3.49,0.86,0.61,0.97,,
February,4.14,0.99,1.30,1.56,3.73,0.43,1.60,0.67,1.22,0.29,,
March,0.87,1.40,1.21,3.75,1.11,3.23,1.02,0.64,2.90,2.84,,
April,1.22,1.85,2.44,1.62,1.35,1.66,1.25,2.35,2.47,2.02,,
May,2.17,0.69,2.74,4.45,3.03,0.46,1.94,3.07,1.99,1.05,,
June,2.25,3.26,2.48,1.96,0.55,3.72,2.83,2.38,3.12,3.63,,
July,3.12,2.18,1.26,3.55,3.29,0.94,0.57,2.04,2.28,2.63,,
August,2.58,1.64,4.12,3.61,1.72,5.16,1.02,2.48,2.83,1.61,,
September,0.75,1.28,0.95,3.39,1.81,1.18,0.80,0.46,2.10,3.16,,
October,2.42,1.04,2.38,4.61,0.55,1.29,3.91,5.13,1.70,2.89,,
November,2.12,1.14,2.30,1.31,1.01,2.32,2.37,2.25,1.58,0.77,,
December,4.77,3.81,1.73,1.54,1.74,0.79,1.89,2.75,1.60,4.40,,
Total,30.09,20.74,23.79,33.51,22.27,22.07,22.69,25.08,24.40,26.26,,
Calc annual,30.09,20.74,23.79,33.51,22.27,22.07,22.69,25.08,24.40,26.26,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
